,0
0,"Location:
Sydney Olympic Park, New South Wales


Job Type:
Contract


Specialisation:
Commercial


Salary:
AU$700 - AU$800 per day


Reference:
CR/011187_1651038760


Our client, a Sydney Olympic Park based organisation, is looking for a BI Reporting Analyst.
About the role
Create reports and dashboards
Engage with stakeholder of different levels
Create documentations and presentations
Skills and experience
3+ years' experience as a Reporting or Data Analyst
Advanced BI knowledge
Hands-on with PowerBI
Very good communication and stakeholder management skills
What's on offer
12 months' engagement
Hybrid work, with 1-2 days/week in the office
Up to $800 inc super per day or fix-term salary
What's next
If you would like to be considered, please click the apply button or call Julia Leung on 02 8243 6808.
Who we are
FinXL IT Professional Services is an established, innovative Australian company, providing technology enabled business solutions and consulting services across a number of industries. These include; Government, Telecommunications, Commercial and Finance. We currently have more than 1200 consultants assisting our clients across Australia and are continuing to grow at a rapid pace. Through the delivery of services and implementation of new systems, processes and technology, we assist our clients to gain competitive advantage and reach new heights."
1,"Macquarie Asset Management is currently building out their CRM capability, working across regions to consolidate their instances of Salesforce.com into a single global platform for distribution teams. To support this, a permanent feature team is being established to enable ongoing evolution of the platform.
As a Salesforce Business Analyst, you would be primarily responsible for communication between our business users/management in the AsiaPac region and our Salesforce Feature Team. You would need to clearly articulate and solve the business issues using existing and potentially new features or capabilities within the Salesforce platform.
Key to the role will be gaining a rapid understanding of the distribution model in Macquarie Asset Management, determining how best to add value to the client facing teams.
As our Salesforce Business Analyst your key responsibilities will include:
Acting as the main point of contacts for all AsiaPac users and stakeholders accessing or leveraging data from our Salesforce orgs.
Creating process to best facilitate communication between business and feature team
Assisting in the prioritization of wants/needs across the business/marketing in region.
Working with sales managers, sales professionals, and consultants in developing appropriate capabilities, reports, and dashboards in support of Macquarie Asset Management client and management initiatives.
identifying, capturing, and accurately documenting the business processes across multiple business functions.
Facilitating requirements workshop with business stakeholders
Capturing detailed functional, technical, reporting & data requirements and support the translation of these requirement documents in to functional and technical specifications.
Conducting analysis of systems specifications and use analysis/diagramming tools to represent business / technical processes.
carrying out business, testing and training requirements gathering; workflow analysis, gap analysis, user stories, test case development and functional design.
Providing support to Salesforce users in sales and customer relationship teams, and act as the primary point of contact for end-user support.
Demonstrating Salesforce capabilities to solve business problems by implementing Proof of Value pilots and producing the supporting documentation.
Collaborating with end-users to create and maintain training materials.
Managing relationships with stakeholders to achieve project goals.
Staying up to date with the periodic Salesforce releases and leverage the updates applicable to the org & provide critical communication to users where needed.
Your ability to clearly communicate between the business and technical specialists will help you excel in this role. You will have excellent written and oral communication skills, be a highly motivated, proactive and resilient individual. You will demonstrate sound business judgement and possess strong interpersonal skills which will give you the ability to liaise with stakeholders at all levels.
You will have experience in identifying process improvements and enhancements through SFDC utilization and future capabilities, along with project management skills which will be beneficial in this role.
Your experience in the Financial Services Industry - Asset Management, including alternative assets will be valuable to be a key player on this team. In addition to change management/user adoption and training skills which are recommended.
Finally, proficiency in data management and/or analytics platforms (Excel, Access, Microsoft power BI, Einstein Analytics) will be leveraged regularly.
About Macquarie Asset Management
Macquarie Asset Management is a large scale, global asset manager, providing clients with access to a diverse range of capabilities and products across infrastructure, real estate, natural resources, private credit, fixed income, equities, multi-asset and liquid alternatives. As at 31 March 2021, Macquarie Asset Management had $A562.2 billion of assets under management.
Our commitment to Diversity and Inclusion
The diversity of our people is one of our greatest strengths, and in combination with our inclusive environment, it enables us to deliver innovative and sustainable outcomes for our people, clients, shareholders and communities. From day one, you'll be encouraged to be yourself and supported to perform at your best. If our purpose of ‘empowering people to innovate and invest for a better future’ is as inspiring to you as it is to us, please apply. With the right technology, support and resources, our people can work in a range of flexible ways.
We are committed to providing a working environment that embraces and values diversity and inclusion. We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you, and the type of working arrangements that would help you thrive."
2,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The opportunity

EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 500 specialist employees working across multiple industry sectors.

We are looking for a Technical Business Analyst within the Technology Consulting – Data and Analytics team in our Perth office.

As a Technical Business Analyst, you will support our clients in defining and implementing a data journey aligned with their strategic objectives. Some of your responsibilities will include:

Be a part of one of our successful delivery teams and get an opportunity to move into a more consultative role working across various data environments and helping our clients solve their business problems with data.
Be responsible for creating requirement specifications, analysing requirements, creating visual models, facilitating elicitation sessions and digging around in the data when needed.
Designing and building reports – capture data requirements for the client and team
Have knowledge and experience of all phases of software development including requirements analysis, design, coding, testing, defect management.
Have experience in business intelligence, data warehousing or advanced analytics projects.

To qualify for the role, you must have

Creating requirements specifications, analysing requirements, creating visual models, facilitating workshop sessions, and using the necessary business analyst tools.
Working with SQL databases and database querying languages.
With programming skills such as Python and R.
Hands on experience working technologies/platform e.g. Power BI, Microsoft suite, Jira/Confluence, Azure DevOps.

Ideally, you’ll also have

Experience with cloud deployment (AWS, Azure)
Exceptional communication, documentation, and presentation skills.
Ability to problem-solve and think critically.
Technical reconciliation and reporting skills.
Some development experience would be advantageous but not essential.

What we offer

A tech career @ EY means working with 40,000 fellow technologists who are creating cutting edge applications in blockchain, AI, cloud, analytics, robotics and cyber, harnessing tech to power the human enterprise and build a more equitable, sustainable world. We offer world class training and a free Tech MBA to all our people.

Globally at EY, we are committed to offer

Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.
Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs.

We hold a collective commitment to foster an environment where all differences are valued and respected, practices are equitable, and everyone experiences a sense of belonging. If you require any adjustments to the recruitment process in order to equitably participate, we encourage you to advise us at the time of application via contactrecruitment@au.ey.com or phone +61 3 8650 7788 (option 4).

The exceptional EY experience. It’s yours to build.

EY | Building a better working world

EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today."
3,"Senior Data Analyst - Quality and Patient Safety (523197)
Department of Health
Clin Quality, Rgltn & Acred
CQRA - Clin Governance, Qlty & Ptnt Sfty


Applications must be submitted by Sunday 29 May, 2022 11:55 PM
Position details
Applications close:
Sunday 29 May, 2022 11:55 PM AEST


Award/Classification:
Health and Human Services (Tasmanian State Service) Award/General Stream, Band 6




Employment Type:
Part Time


Region:
North


Applicants are advised that in accordance with Tasmanian Public Health Directions, all employees of the Department of Health must be fully vaccinated against COVID-19. This step is critical in protecting both our health workforce and vulnerable Tasmanians in our care.
The Team:
The Clinical Quality, Regulation and Accreditation Group (CQRA) consolidates specialist advice on health professional, policy and clinical issues impacting the Tasmanian health system, to the Secretary of the Department of Health (DoH).
The Role:
The Senior Data Analyst - Quality and Patient Safety contributes to the successful positioning of the Agency as a leader in the provision of high quality, accountable and measurable healthcare, both internally and externally, by:
Acting as an expert resource to the statewide Quality and Patient Safety Service (QPSS) within Clinical Quality, Regulation and Accreditation regarding clinical data and information management indicators associated with the service.
Providing data analytics services to the statewide QPSS, including the provision and management of relevant, high quality informatics.
Working extensively with the QPSS teams within the services/regions and clinicians to promote and support the effective use of data through development of data analysis and reporting mechanisms that meet the strategic plan for the Service.
Producing regular reports for governing entities that reflect Patient Safety, Quality Improvement and Compliance System Key Performance Indicators.
Note: - Please refer to the Statement of Duties for all the selection criteria of this position to address in your application.
Details of Appointment:
Permanent, part time day work position working 7.6 hours per fortnight commencing 6 June 2022.
notwithstanding hours may be negotiated with the successful applicant
Applicants should note that, for a period of six months from the date of publication, this selection process may be used to fill subsequent or similar full time and part time vacancies.
Location:
Launceston
Salary: $97,266 to $110,374 pro-rata per annum+ 10% superannuation
Salary range is in accordance with Public Sector Unions Wages Agreement 2019
Applicants should note the following criteria are desirable:
Relevant postgraduate qualifications
Current Driver’s Licence
The Head of the State Service has determined that the person nominated for this job is to satisfy a pre‑employment check before taking up the appointment, on promotion or transfer. The following checks are to be conducted:
Conviction checks in the following areas:
crimes of violence
sex related offences
serious drug offences
crimes involving dishonesty
Identification check
Disciplinary action in previous employment check.
Download the Statement of Duties and any Associated Documents
We encourage you to review the Applicant Guide and Statement of Duties, prior to applying for an overview of the duties, program, selection process and selection criteria.


Applicant Guide


How to Apply


You will be prompted to complete a 1-2 page application detailing your experience, skills and knowledge as they relate to the attached Statement of Duties.
Please Note:
We do not require a separate statement addressing the selection criteria in the Statement of Duties.
All attachments must be in Microsoft Word or PDF format.
Referee details are submitted as part of the online application so make sure you have the contact details of two referees before applying.
For More Information
Amanda Cruwys
Patient Safety Manager – Consumer Engagement
(03) 6777 4235
amanda.cruwys@ths.tas.gov.au


Important Information
The email account you provide when submitting job applications will be used in correspondence to you. It is important that this is kept up to date and monitored regularly.
To update your email address (or contact number), log in to www.jobs.tas.gov.au and look for “Existing applicant login” where you can update your details
The Department of Health values workforce diversity and recognises the value each person offers which is shaped by their unique characteristics, background, experiences, knowledge, skills, values and perspectives."
4,"• 0-3 years relevant experience in financial/business analysis • Experience defining requirements and using data and metrics to draw business insights • Experience making business recommendations and influencing stakeholders • Experience in SQL • Experience with Microsoft Excel

Job summary
The Financial Analyst will report to the FP&A Lead and partner with onsite finance teams located in Australia, to support various analytical, planning and reporting needs. This is an exciting opportunity to join a fast-paced business at Amazon. The successful candidate will be strategic, analytical, and have a demonstrated ability to effectively manage the financial responsibilities of a high-growth business.

This position will be responsible for building and managing critical performance indicators and business analyses and requires a candidate with strong technical experience, project management skills and communication skills. The successful candidate will be comfortable working in cross-functional teams, and demonstrate strong leadership skills. The ideal candidate must have superior attention to detail and the ability to successfully manage multiple competing priorities simultaneously. The position represents an exciting opportunity to be a part of an extremely dynamic and high paced environment, supporting a global organization and offers significant opportunities for rapid growth.

-
In the spirit of reconciliation Amazon acknowledges the Traditional Custodians of country throughout Australia and their connections to land, sea and community. We pay our respect to their elders past and present and extend that respect to all Aboriginal and Torres Strait Islander peoples today.

-
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected attributes.

-
Our team operates out of our fabulous CBD office (conveniently located near many transportation options), and from home (during COVID-19) leveraging technology.
Amazon offers employees a competitive remuneration package, including participation in the company stock plan as applicable. We also look after our people with benefits, such as subsidized private health insurance, superannuation and paid parental leave options, amongst others.

Key job responsibilities

Support ongoing financial processes and drive/improve controllership.
Participate in quarterly forecast, annual plan and long range plan of a portion of the business.
Design, develop and maintain scaled, automated, user-friendly systems, reports, dashboards, etc. that will support our internal partners.
Report key insight trends, using statistical rigor to simplify and inform the larger team of noteworthy story lines.
Own and perform individual deep dive analyses, including communicating results and implications to leaders.

• University degree in Business, Finance, Statistics, Mathematics, or other quantitative discipline. • Advanced knowledge of data analysis and experience analyzing large and complex data sets from multiple sources. • Experience leading large-scale analytics projects using AWS technologies (e.g. Redshift, S3, Quicksight, etc.). • Proven ability to mine data and use it to back up assumptions and test hypotheses • Experience working with senior leaders and end-customers to define requirements and reporting needs."
5,"Location: Docklands, VIC, AU, 3008
Entity: Tango Energy Australia Pty Ltd
Tango Energy is proudly owned by Pacific Hydro Australia. Our business first started in 2012 with a range of competitive energy products delivering value to our fast-growing customer base. With a new CEO and 5-year strategic plan, the business is taking the next step in an exciting future reflecting the importance that renewable energy has in Australia's future.
A career with us is more than just a job. You will be helping us to lead Australia to an affordable, clean energy future, working on renewable energy projects that deliver positive social, environmental and economic outcomes.


About us
Tango Energy is proudly owned by Pacific Hydro Australia. Our business first started in 2012 with a range of competitive energy products delivering value to our fast-growing customer base. With a new CEO and 5-year strategic plan, the business is taking the next step in an exciting future reflecting the importance that renewable energy has in Australia's future.
This is an exciting time to join the team as we are experiencing significant growth and are seeking someone keen to be part of contributing to the changes we are making. We provide options for our staff to work a mix of in the office and at home.


About you
This Business Analyst role will be the key liaison between business stakeholders and technical staff. You will be responsible for preparation of documentation of system workflows, data flows and functionality, conducting gap analysis between as-is and to-be solutions. You will also be working with our test team and managing systems, projects, and external vendors.


Qualification and Skills
Tertiary qualification in a relevant field preferred
Previous experience as a Business Analyst
Experience in electricity retail business especially in billing preferred
Understanding of system data structures
Understanding of basic SQL server (preferred)
Agile background with the ability to define user stories


Some of our benefits
Support of flexible working arrangements
Geelong free on-site parking
An always-changing calendar of fun events and friendly competitions
Reward & Recognition Program
Being a part of a diverse and engaging work culture
You will also have access to a range of benefits such as Wellbeing Leave, Volunteer Leave, Purchased Annual leave, income protection insurance and great employee rates on electricity and gas.


The requirements of this role mean that you will need to be fully vaccinated against COVID-19.
For this role, candidates with the eligible right to work in Australia will be considered."
6,"Flexible workplace (WFH), working as part of a Data Engineering team, with a focus on data migration

Nationally recognized brand is currently seeking a Data Analyst to aid in their data migration to the cloud.

SQL will be the core of what you do, so they need you to be an expert in that space.
Bonus expertise would be SSIS, SSRS, SSAS, Power BI, DAX, Azure, ADF, Python.
You will be working as part of a strong data engineering team, so will you naturally learn these bonus skills as you go anyway.
Skill set / Experience needed -
5+ years relevant work experience in analytics, business intelligence, or data science
Experience with one or more data vizualisation tools (Tableau, Power BI, Qlik, etc.)
Expert-level skills in SQL (essential)
Ability to work well in a fast-paced environment with a positive attitude
Ability to communicate complex findings to a broad audience
Collaborate with business units to perform requirements analysis, project scoping and data analysis
Build reports and dashboards that work reliably for the business and are accurate
Assist in the design and implementation of standards and procedures and ensure documentation of data and analytics processes are consistently maintained according to best practices
Understand the implications of data integrity and reporting as a result of upstream / downstream changes ensuring risks are identified and mitigated
Work collaboratively with internal teams to drive efficiency and quality solutions that satisfy business needs
Experience with the Microsoft BI stack, including Azure SQL DB, SSAS Tabular, SSIS, Azure Data Factory (nice to have)
Experience with DAX (nice to have)
Attention to detail to consistently deliver high quality output
Excellent problem-solving and troubleshooting skills and ability to think creatively
If you like transforming data into information and transforming information into insights, then this is the role for you.

Please send your resume by clicking on the apply button. Your application will be assessed within 3 working days. Please note only shortlisted candidates will be contacted.
Learn more about our Sydney recruitment services https://www.roberthalf.com.au/sydney"
7,"Job no: 509776
Work type: Permanent Full Time
Location: Melbourne, Perth, Brisbane, Darwin, Canberra, Parramatta, Sydney, Wollongong, Penrith, Rhodes, Newcastle/Hunter, Adelaide
Division: Audit, Assurance & Risk Consulting

Join KPMG’s Risk Data and Digital Talent Community and start planning your future
We do our best work together
Learn how we value, celebrate and support our employees
KPMG is one of the most trusted and respected global professional services firms. Through depth of expertise, clarity of insight and strength of purpose we help our clients solve complex challenges, steer change, strengthen, transition and grow. We are looking for talented people who share our purpose of inspiring confidence and empowering change for our clients, our people and our communities.
Why join our Data and Digital Talent Community?
In line with our values “For better” we are committed to taking a long term view with our recruitment, to make KPMG a better firm for future generations. We do our best work together, so if you’re interested in joining our team and building a future with KPMG, we still want to hear from you.
Relationships are important and sometimes they take time. Joining our Talent Community is an opportunity for us to get to know each other. We’ll help you understand if KPMG is the place for you and, if it is, we’ll work together to identify the right roles and teams for when the time is right for you to make the move.


KPMG’s Strategy, Growth and Digital – how we work and our integrated teams
We provide unique services through delivering consulting projects, data trust management, custom analytics work, AI, proofs of concept and data platforms. Working in our team you'll be mixing with some of the brightest minds while working on significant commercial projects – solving real world problems at some of the nation's most respected companies, using some of the most exciting and interesting data you wouldn’t normally have access to.
Our highly skilled Data & Analytics team helps our clients to use their data resources for creating value, managing risk, enhancing competitiveness and driving business decisions within Data & Analytics.
Our mission is to assist organisations turn their data into strategic assets, developing data strategies and data management practices that enable responsible innovation and drive trust in emerging technologies (i.e. artificial intelligence)
We work closely with multiple industries and academia to explore the new and evolving risks posed by Big Data and Artificial Intelligence, and develop new approaches to make ethics in data and Artificial Intelligence real for our clients.
Our Data Remediation team supports our client on complex engagements as they seek to restore trust and address regulatory and legal challenges that are high priorities for boards and executives. Working as a part of a cross-functional team, our consultants use data to understand and define the issue and implement a solution along with the required governance and control frameworks. We work on these high-impact engagements at client sites and also with our KPMG Managed Services Operation Centre and leverage technologies and tools developed in Australia and from our global network
Our Tech solutions team leverages cutting-edge technology solutions to supports our clients with their risk and regulatory related challenges
Are you Extraordinary?
At KPMG, we believe diversity of thought, background and unique experience strengthens relationships and delivers meaningful benefits to our people, our clients and communities.
We’re interested in hearing from extraordinary people at all levels with skills and experience that could include:
Data Scientist: Using Data Science techniques and Machine Learning skills over Big Data
Data Engineer: Engineering modern data solutions or pipelines to facilitate advanced analytics, visualisation & interactive data applications
Data Analyst: Analysing and business consulting with data – using relational databases (SQL), data workbench & visualisation tools for project delivery, applying business logic and interpreting results
Data Management Specialist: strong understanding of data management principles and how to apply them including knowledge of models such as DCAM, DMBOK, regulatory frameworks such as BCBS 239, CPG 235 and principles and practices of data quality, lineage, master / reference data management
You will have:
A sound understanding of digital and cognitive technologies and analytics, information management and business process based solutions
Demonstrable industry knowledge; understanding the way your primary industry functions and how data can be collected, analysed and utilized; maintaining flexibility in the face of big data developments
Experience in financial services, telecommunications, government and retail is not mandatory but highly regarded
Possess the following traits:
Intellectual curiosity; exploring new territories and finding creative and unusual ways to solve data management problems.
Patience, as nothing will work the first time.
Focus; enjoy working in the detail and understanding the intricacies of how and why a data pipeline works as it does.
A disciplined approach to problem solving and an ability to critically assess a range of information to differentiate true business needs as opposed to user requests
Excellent interpersonal, oral and written communication skills
Proven ability to develop and manage enduring client relationships, engendering a sense of trust and respect
Have a questioning mind and lots of bright ideas
Be a critical thinker with strong analytical and problem solving skills
Be comfortable with manipulating and combining large, high dimensional datasets from multiple sources
Have an ability to interpret findings and identify key insights to communicate to a non-technical audience
Have demonstrated experience building relationships with internal and/or external clients
Possess business development capability to utilise your professional networks and further develop this with us


The KPMG Difference
At KPMG, we’re passionate about creating an inclusive workplace that promotes and values diversity. We believe that everyone’s unique experiences enable us to deliver meaningful benefits for our people, our clients and communities. We welcome and encourage applications from people of all backgrounds, ages, religions, including Aboriginal and Torres Strait Islander Peoples, LGBTIQ+ people, those with a disability, women and people with a cultural or linguistically diverse background.
We embrace flexibility as a key principle to allow our people to manage the changing demands of work, personal and family life.
KPMG has a decade-long, proud commitment to Indigenous Australia, as demonstrated by the achievement of an Elevate level Reconciliation Action Plan. KPMG is a foundation member and Principal Partner of Pride in Diversity started in Australia by ACON and the Diversity Council of Australia, and is recognised in the Australian Workplace Equality Index(AWEI) which evaluates LGBTIQ+ inclusiveness in the workplace. KPMG Australia has been consistently recognised as an Employer of Choice in the Australian Government’s Workplace Gender Equality Agency(WGEA) annual index.


Flexibility empowers wellbeing
Flexibility enables contribution to the community
Flexibility inspires technology & innovation
Flexibility supports family


Make KPMG the clear choice for your career and be Extraordinary!
To join our Talent Community, please click .
Advertised: 13 Apr 2022 AUS Eastern Standard Time
Applications close: 30 Jun 2022 AUS Eastern Standard Time"
8,"In this role, you will work as part of our team of Data Specialists. You will be a data advisor to the business helping with understanding the business problem and using data to help solve it. We have some exciting projects coming up in this space for FY23 so it's a great time to join the team!
Responsibilities:
You identify business needs and obtain, analyse, define, communicate, and validate requirements for agreed changes to our data and analytic solutions and strategic data platform.
Partner with SMEs and leaders across the organisation to enhance Great Southern Bank’s tactical and strategic analytic solutions.
Ensure that stakeholder data requirements are understood and framed in the context of the enterprise data platform.

Skills & Experience:
4+ years’ experience as a technical business analyst with demonstrated strong business analysis skills, including stakeholder management, requirements gathering and documentation
Coding experience in either SAS or SQL
Sound written and verbal communication skills including developing data requirements, solution documentation, facilitating workshops, building relationships and interacting with stakeholders within all levels of the organisation
Experience in facilitating data modelling sessions with business stakeholders to elicit conceptual data models
Previous exposure to working with Business Analysts, Data Architects and Data Engineers

A little bit about us...
CUA has entered an ambitious and exciting growth phase and is now known as Great Southern Bank- Australia’s largest customer owned bank. Focusing on the next stage our of development as an organisation and repositioning to remain relevant to our customers-current and future-we are investing significantly in technology, products, and people! We have a culture that’s fun, approachable and supportive- allowing our team members to be their best every day, whether that’s at work or at home!

We’re hugely excited about the journey ahead and are looking for talented and enthusiastic people who want to be part of a winning team. If you are motivated, energetic and dedicated to helping our customers achieve the great Australian dream, we want to hear from you!

Questions? Please contact Helen Brady from our Talent Acquisition team at helen.brady@gsb.com.au
At Great Southern Bank, we’re committed to building a strong, inclusive and diverse workplace, where people feel a sense of belonging, are valued, connected and respected. We value diverse backgrounds, cultures, abilities, ideas and experiences; recognising the benefits they bring to our work, our communities and the way we help our customers. We support and promote an inclusive culture through flexible ways of working, collaboration, fair and equitably decision making that empowers our people to be at their best every day.
#LI-111271553_SC1"
9,"Exciting opportunity using data to drive and support policy and programs helping students with disability reach outcomes.
Temporary Full-Time up to 13 March 2024
Location: Parramatta


About the Department of Education
The Department of Education is the largest provider of public education in Australia with responsibility for delivering high-quality public education to two-thirds of the NSW student population.
For more information about the Department of Education, please visit NSW Department of Education
The Disability Strategy team sits within the Inclusion and Wellbeing Directorate. The Disability Strategy team is responsible for the implementation of the department’s Disability Strategy which sets out the department’s plan for providing children and young people with disability, their families and the broader community with an education system that meets their needs.


About the role
The Senior Data Analyst conducts current and future state analysis and documents requirements, processes and procedures to support the delivery of and maintain an Outcomes Framework for students with disability.
For further information please view the role description.
Essential requirements of the role
Hold a valid clearance to work with children (Working with Children Check) for paid employment.
Tertiary qualifications in a related discipline and/or equivalent knowledge, skills and experience with demonstrated commitment to ongoing professional development.
Highly experienced in MS Excel for data manipulation and synthesis.



Key knowledge and experience
Knowledge of and commitment to implementing the Department’s Aboriginal Education Policy and upholding the Department’s Partnership Agreement with the NSW AECG and to ensure quality outcomes for Aboriginal people.


About you
Strong communication & attention to detail.
Be a self-starter & can think outside the square.
Be passionate about making a difference.
Strong analytical skills.
Strong communication & interpersonal skills.
A passion and curiosity for exploring and discovering new insights from data.
Outstanding problem-solving skills including the ability to work with ambiguity.
Proven experience extracting, cleansing and analysing large and complex datasets.
Experience undertaking large-scale research and analysis of statistical data.
Demonstrate high experience in computer packages such as Excel or a specialist software used for analysis.
Demonstrate a sound understanding of data, analysis and reporting (particularly synthesis of large volumes of data into readily understood information).


Benefits
Opportunity to make a difference at Department of Education
Flexible work-life balance
Competitive salary
35 hour week


How to apply
When applying you will need to:
Attach a resume (maximum 5 pages) and a cover letter (maximum 3 pages) outlining how you meet the requirements and capabilities of this role.
Note: the selection process will include a range of assessment techniques to assist in determining your suitability for the role. Successful candidates will be required to undertake pre-employment screening for this role which includes a Working with Children Check and National Criminal History Check.
This is a child-related role. As a condition of employment you will be required to provide a Working with Children Check (WWCC) Clearance number and complete a National Criminal Record Check. Visit the website for more information.
Closing date: 29 May 2022 at 11:59pm.
For role enquiries please contact Kavitha Selvakumar on 02 7814 2427 or email kavitha.selvakumar@det.nsw.edu.au
COVID-19 Vaccination certification: Under the Direction from the Secretary issued 22 November 2021, all Department of Education corporate staff, early childhood education staff and non-school based staff are required to meet the mandatory double vaccination requirements, or provide a valid medical contraindication certificate, by no later than 30 January 2022 to attend a Department of Education site.
We welcome applications from all ages and genders, Aboriginal and Torres Strait Islander peoples, culturally and linguistically diverse groups, the LGBTQIA+ community, veterans, refugees and people with disability. If we can make some adjustments to our recruitment/interview process to better enable you to shine, please contact the Diversity and Inclusion Team (dandi@det.nsw.edu.au) or visit NSW Department of Education Diversity and Inclusion.”
A talent pool may be created through this recruitment process. A talent pool is a group of applicants who have been assessed and identified as suitable for this role, and who may be considered for a range of similar roles, including temporary, term or ongoing roles, over the next 18 months."
