,0
0,"SENIOR DATA SERVICE ANALYST (JOB NUMBER: C D000402)


Overall Job Purpose
The Data Service Analyst role sits within the Data as a Service Client Delivery team, and is responsible for support and delivery of Data as a Service.
The role performs day to day oversight of Data As a Service related reporting services that are produced by the offshore hub location in Chennai.
The Senior Data Service Analyst will interact directly with Australian based clients to ensure a high quality service delivery experience, by responding to client queries and resolving issues.
The Senior Data Service Analyst will work on service optimization and change management tasks for designated clients, and prepare and participate in service review meetings, workshops and system demonstrations.
The main objectives of the Data Service Client Delivery team are to:
Receive daily investment data (Holdings, transactions, security attributes etc) from multiple external custodians, internal sources, and private equity data administrators via multiple feeds through the day.
Management of cross domain data sets and services, including benchmark and security referential data from vendors
Normalise, aggregate and validate this data, applying specific business rules to enhance the output.
Feed the results via a series of daily data files to the client including their 3rd Party software solutions
Support maintenance of client facing user interfaces allowing updating of account hierarchies, look through mapping, specific position updates and security referential overrides.


This role is in a recently created team to support the roll out of a new product for BNP Paribas, and thus there will be significant implementation and set up involved, including UAT testing, explaining and validating results with clients, and development of new processes and procedures.


Areas of responsibilities
Service Delivery
Support the delivery of all data as a service products to BNP Paribas Australian clients. Develop and maintain relationships with clients to ensure provision of high level of service
Oversight responsibilities for Data Service activity based in our global operations hub in Chennai, and/or in AU
Technical contact point for clarification and resolution of reporting queries received from the hub location or the client, and main point of contract for resolution of issues with IT support teams.
Ensure ongoing high level of client service
Meet or liaise regularly with clients to ensure the service delivery is of a high standard, maintaining a strong focus on timeliness and accuracy as measured by service KPIs and KQIs, including production of monthly KPI packs.
Interact regularly with key local (RM’s, CSM’s, as well as third party custodians and fund administrators) and international stake holders to ensure preferred outcomes
Deliver demonstrations and presentations to clients (or prospective clients) as they relate to Data as a Service
Projects & Change
Support client change control aimed at developing, extending, or improving the existing service received by the client
Support new activity set up and onboarding activities
Help define business specification documents, create test & implementation plans, support and maintain project governance documents
Seek to optimise end to end production under oversight, working transversally across the business as required


Contributive responsibilities (how the role contributes to the success of business line / function)
Deliver service to our clients accurately and on time, thus reinforcing and building client relationship, leading to new business opportunities
Ensure operational risk is captured and addressed, securing our functional capabilities
Ensure appropriate procedures and risk and control guidelines are adhered to within the team through processes and checking. Monitor adherence to the Risk and Control Matrix through undertaking Controlled Self-Assessment
Support the growth of our commercial relationships with our clients


Technical skills and experience
Required: -
Understanding of data system architecture and systems such as MapR, Hadoop and AB initio
Strong practical understanding of Data Certification and the controls required to ensure accurate and complete data delivery
Experience working within middle office, investment and performance analysis or fund accounting environment
Strong practical understanding of ABOR and IBOR with multiple instrument types, including derivatives and how they should be treated within investment accounting and performance measurement
Strong practical understanding of market data indices (S&P/ASX, MSCI, etc), characteristics (duration, Greeks etc), and classification schemes (GICS, BICS, etc.)
Knowledge of private investments and their specifics around account and valuations
Knowledge of performance, attribution, risk and other advanced investment reporting, and an understanding of the data required to support these calculations
Proven client service skills
Practical experience liaising with and explaining results to clients and internal stake holders
Strong Microsoft excel skills, Excel VBA skills, Access database experience, SQL knowledge


Qualifications
Tertiary qualification
Industry specific qualifications such as CIPM, CFA, etc desirable.


Competencies
Accountability – takes personal responsibility, delivers against personal and team goals
Flexibility – positive and flexible approach to identify preferred solutions to issues and problems
Results focused – understand the strategic objectives of the business as well as the team; work to ensure their achievement with a quality focus.
Client focus – delivers consistently a high standard of client service , aiming to achieve all client deliverables within KPI, and operating in line with the departmental code of conduct
Teamwork – work cohesively with a team of senior professionals to define and deliver against strategy, demonstrates sound intuition and political awareness
Innovation – maintain a constant focus on process efficiency with the aim of increasing scalability and client experience
Communication – effective verbal and written communication & effective interpersonal ability
Maturity & Judgment - Demonstrates the ability to deal effectively with complex issues, learns from experience, assesses issues using relevant information and applying intuition.
Time Management – Prioritise and manage client requests and the teams execution of key tasks
Primary Location
: AU-NSW-Sydney
Job Type
: Standard / Permanent
Job
: DATA
Education Level : Bachelor Degree or equivalent (>= 3 years)
Experience Level : Not Indicated"
1,"Location:
North Sydney, New South Wales


Job Type:
Contract


Specialisation:
Telecommunications


Salary:
Negotiable


Reference:
CR/011130_1651040000


Our client, a large North Sydney based telco organisation, is looking for a Business Analyst.
About the role
Work on a Proactive Assurance project
Gather and document business requirements
Analyse and model internal processes
Analyse commercial data
Skills and experience
4+ years' experience as a Business Analyst
Extensive requirement and process analysis experience
Telco background preferred
Very good communication and stakeholder management skills
What's on offer
6+ months' engagement
Hybrid work, with 1-2 days/week in the office
Up to $800 inc super per day or fix-term salary
What's next
If you would like to be considered, please click the apply button or call Julia Leung on 02 8243 6808.
Who we are
FinXL IT Professional Services is an established, innovative Australian company, providing technology enabled business solutions and consulting services across a number of industries. These include; Government, Telecommunications, Commercial and Finance. We currently have more than 1200 consultants assisting our clients across Australia and are continuing to grow at a rapid pace. Through the delivery of services and implementation of new systems, processes and technology, we assist our clients to gain competitive advantage and reach new heights."
2,"Are you dedicated to data mining, interpreting, and visually presenting timely and insightful reports and findings on all Ministry marketing and operational activities?
Vision Christian Media is looking for a skilled and experienced Data Research and Analytics Coordinator to join our ministry team.
Full-time position.
Brisbane location (Springwood).
Immediate start.
Applications close at midnight Sunday, 29th of May 2022.
The Opportunity
This is a team member role accountable to the Digital Media department manager, and working within the Media, Marketing and Communications division.
Vision began in community radio and printed publications. However, with the growth of multi-media digital platforms, social media and online activity, this strategically important role has been created to enable Vison too effectively, understand and respond to market forces and trends. As well as the needs of our internal stakeholders and external financial supporters and media followers, so we may always improve our management decision-making, products and services. As well as, being productive, wise and accountable for our actions in fulfilling our mission.
The successful applicant will be responsible to assist in the planning, researching, interpretation and visual presentation of data on all operational, audience, customer and supporter touchpoints for management reporting.
This is more than just a job; it is also a ministry opportunity and part of a personal gifting and calling to serve.
About Vision Christian Media
Vision Christian Media is a non-profit ministry organization, dedicated to bringing the Good News of the Gospel throughout Australia since 1986.
Hundreds of thousands of people across the country turn to us daily for encouragement, uplifting music and compelling messages through broadcast radio, printed and digital publications, podcasts, apps, and websites. We also operate a telephone prayer service and online store – all to help people look to God daily.
The Role
The Data Research and Analytics Coordinator role requires someone with deep analytical skills. Experience and competence using available analytics dashboards and services (like Google analytics). Design, build and maintain a database of regular reports and analysis as required for all digital, marketing and communications activity.
Core to your role is to gather market intelligence and deep dive into company performance data to analyse, see patterns and report in words and charts our market and operational performance. As well as, advise and recommend Vision’s online community strategy, increase awareness and trust in Vision’s brand through better data driven strategic planning, customer engagement, marketing content and coordinated digital campaigns.
Requirements for the role
The ideal applicant will have:
Appropriate sector qualification(s) and experience.
Up to date knowledge and skillsets for this type of role.
Experience with Google Analytics, Firebase, Meta Suite Analytics.
Knowledge of standard query language.
Proven ability to discern, select, develop, and present insightful reports.
Willingness to step up, investigate and recommend ideas where appropriate.
Great cross-organisational communication skills.
Proven ability to multitask in a busy environment.
Good time management skills.
Strong awareness and motivation in the pursuit of excellence.
Mature, balanced and wise judgment.
Willingness to align with our organisation’s mission, values and core beliefs
How to apply
This full-time position is based at our offices in Springwood, Queensland.
If this role sounds like you and would like to join our dynamic team, please email your resume and cover letter by midnight Sunday, 29th of May 2022 to people@vision.org.au.
Your cover letter should be no more than two pages:
Tell us why you are interested in this position.
Demonstrate you have the skills, experience and heart to be successful in the role.
Only applicants with rights to work in Australia are eligible to apply.
The position will be filled when the right candidate is identified; early applications are encouraged."
3,"An opportunity currently exists for an experienced corporate lending business analyst and functional SME to join the Specialised and Asset Finance division.
In this position, you will work closely with business stakeholders to understand their business and transaction needs then partner with our aligned technology team to deliver fit for purpose solutions within the Finastra Loan IQ product.
You will have previous experience with configuration of LoanIQ as well as sound understanding of accounting for corporate lending activity. You will also have been involved in all aspects of the product lifecycle from testing of vendor upgrades and patches, managing defects and providing business users with training in new functionality.
Working across all of Macquarie’s operating groups you will provide functional support to operational teams in their day to day use of the system as well as liaising with finance and data teams to ensure that downstream records are accurate.
To be successful in this role, you will have:
Minimum of 2 years experience using and configuring Finastra Loan IQ or other corporate lending platform
The ability to communicate with a broad range of stakeholders with strong influencing and relationship management capabilities
Strong attention to detail with a proven ability to meet deadlines and prioritize
Excellent problem solving skills and an ability to work under pressure
About Commodities and Global Markets
Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.
Our commitment to Diversity and Inclusion
The diversity of our people is one of our greatest strengths, and in combination with our inclusive environment, it enables us to deliver innovative and sustainable outcomes for our people, clients, shareholders and communities. From day one, you'll be encouraged to be yourself and supported to perform at your best. If our purpose of ‘empowering people to innovate and invest for a better future’ is as inspiring to you as it is to us, please apply. With the right technology, support and resources, our people can work in a range of flexible ways.

We are committed to providing a working environment that embraces and values diversity and inclusion. We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you, and the type of working arrangements that would help you thrive.


About Macquarie
A career at Macquarie means you’ll have the opportunity to develop and utilise new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future.
Our size and international presence means your work can take you anywhere—across business groups, disciplines, sectors and borders. With 17,000+ employees and offices in 33 markets around the world, we’re a truly global organisation.
You’ll be supported by a diverse team where the unique perspectives, ideas and experiences that all of our people bring are valued. You’ll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners. Working with us, you’ll have the opportunity to make a difference.
Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.


Job no: CGM-960722
Work type: Permanent - Full time
Location: Sydney
Category: Mid-senior, Mid-level, Business Development & Sales, Commodities, Data & Analytics, Technology, Risk Management, Trading
Group: Commodities and Global Markets
Recruiter: Annali O'Neill
Opening Date: 08/5/2022"
4,"At Allianz, we care for all the things that make you, you. For feeling like you belong. For a place where learning never stops. For growing new skills and opening up exciting possibilities. For your curiosity to thrive and help transform an industry. And when life twists, there’s flexibility for balance and the support you need. We know that flexible work comes in different forms, that’s why we’re embracing hybrid teams - enabling employees to maintain a balance of working both in the office and remote, supporting the needs of both the business and individual. So, come and share your ideas, give back and feel proud to be part of a company doing work that matters across climate change and mental health. Let’s care for everyone’s tomorrow so we can create a better future together.


Senior Reporting Analyst – Technical | NSW – Sydney


Support the Allianz business with your data management & visualisation skills
You will engage with product managers & stakeholders to understand their needs
Blend your MicroStrategy knowledge with your Financial Services experience


Want to know how it feels to be genuinely supported to grow and develop your career?


This role sits within our Technical Division which is responsible for pricing, portfolio management, reinsurance and underwriting services. We drive the development and embedding of the product and pricing frameworks for Allianz’s General Insurance portfolios.


As Senior Reporting Analyst, you will be asked to develop, implement and maintain the management information and reporting framework for Policy Operations.


You'll be responsible for:
Develop and implement the framework creating and centralising the reporting framework, utilising analytical insight to drive business process improvement opportunities.
Provide comprehensive divisional reporting that will help in delivering performance improvement in accordance with business unit requirements, assisting the management team in defining, monitoring, forecasting and analysing business unit issues to optimise performance.
Enable management and staff to have appropriate access to information and tools to facilitate efficient management processes and business decision making through development and consultation with business leads.
Develop, plan, and execute Operational Initiatives which drive process automation.
Develop technical business requirements for all project reporting initiatives, analysing effort, performance and automation capabilities, utilising analytical insight to drive business process improvement opportunities.
Leverage Management Operating System (MOS) to drive Operational Excellence.


Important to your success:
Tertiary qualifications in a relevant discipline.
Experience of working in a data analytics and reporting service role for a complex, matrixed general insurance organisation.
Experience in Operational Improvement systems and methodologies combined with knowledge of, and experience in resource planning software such as Enlighten and Verint.
Able to work collaboratively in a team environment.
Ability to plan and prioritise effectively, organise tasks and manage competing resources and demands.
Proven analytical and critical thinking capability to interpret a range of data, identify patterns, trends and links that inform judgements and solutions.
Ability to interpret and analyse complex information, extract meaningful insights and evaluate options for decision making.
Demonstrated evidence of technical proficiency with systems, software, databases, reporting and communication tools.
Excellent verbal and written communication skills.


About us
At Allianz, we care for all the things that make you, you. For feeling like you belong. For a place where learning never stops. For growing new skills and opening up exciting possibilities. For your curiosity to thrive and help transform an industry. And when life twists, there’s flexibility for balance and the support you need. We know that flexible work comes in different forms, that’s why we’re embracing hybrid teams - enabling employees to maintain a balance of working both in the office and remote, supporting the needs of both the business and individual.


Allianz is one of the most trusted insurance and asset management companies in the world. Caring for our employees, their ambitions, dreams and challenges, is what makes us a unique employer. Together we can build an environment where everyone feels empowered and has the confidence to explore, to grow and to shape a better future for our customers and the world around us. We do this through delivering a great customer experience that is the result of appreciating each other every single day, showing heart by really listening and seeing things from the perspective of others by always asking, ""how can I help?"". Allianz is committed to enabling a culture where inclusion is embedded, everyone belongs and new ideas are embraced. We welcome and value talent from all backgrounds, experiences and ways of working Please advise us if you require any reasonable adjustments to fully participate in the recruitment process or perform the requirements of the role.


As a requirement of your role, it may be necessary from time to time for you to attend the workplace. In accordance with our COVID-19 Vaccination Policy, all entrants to Allianz operated workplaces in Australia (includes attending a customer or vendor site to conduct work on behalf of Allianz), must be fully vaccinated against COVID-19 (includes booster shot, where mandated by local health authority), unless the employee can present a valid medical exemption certificate.


Let’s care for tomorrow. For a career with plenty of room to grow. Care to join us? www.allianz.com.au/careers


#LI-ALLIANZAU #LI-Hybrid"
5,"Organisation/Entity: Sydney Trains
Job Category: Projects
Job Location: Alexandria, NSW, AU, 2015
Job Ref No: 63245
Employment Type: Fixed Term Full-Time
Salary Range: $140053.0-$154443.0
About us


At Sydney Trains, our rail services keep Sydney moving by putting our customers at the centre of everything we do. We work with our local communities to deliver safe, timely and efficient rail services 24 hours a day, seven days a week.

Our trains and network are evolving to meet the needs of our customers now and well into the future. We’re continuing to integrate technological innovations that help us deliver a smarter and more sustainable network.


About the team


As part of the Strategy, Portfolio and Investment branch of Sydney Trains, the Reporting, Analytics and Insights (RAI) team is passionate about turning data into information and insights to help the business make better decisions and drive action.


With a strong focus on making the right choices and value delivery, we partner with the business to support decision making by providing easy access to efficient, trusted and governed reporting, analytics and insights and ensuring data is used to provide transparency, visibility and accountability.


The opportunity


Right now, we have a temporary full-time opportunity (to March 2023) for an innovative and energetic Business Systems and Data Analyst to join our advanced Reporting, Analytics & Insights team.


You will have the unique opportunity to partner with our Sydney Trains Planning division to develop and maintain technical reporting and data warehousing solutions critical for supporting our timetable production and distribution / publication processes, and to advise on all Service Planning technical solutions for timetabling software from a design perspective.


This role will input into master data management and data governance strategies to ensure data design and maintenance is managed correctly across all systems and tools. It also provides support to the timetable planners using the various software packages to triage system issues and troubleshoot.


You will enjoy doing truly meaningful work that has a real impact on the people and economy of NSW.


What you will be involved in:


Designing and managing master and meta data management strategies
Developing and documenting the data governance processes for service planning
Providing Operational reporting design and development services for service planning timetable staff
Translating business requirements and business problems for third party software vendors and for Sydney Trains IT staff
Supporting third party software vendors and Sydney Trains IT staff with data mapping and integration design for a number of business critical projects
Supporting business users with troubleshooting and triaging issues with software packages utilised on a day-to-day basis


Please click here to view the role description.


About you


You will be tertiary qualified in Computer Science or IT with demonstrated experience in the development, management and support of enterprise applications over the software development lifecycle.


With your strong deep-dive analysis skills and systems management background, you are comfortable advising and influencing other teams other stakeholders on best system and data management strategies.


Demonstrated technical knowledge of IT systems related to passenger and freight timetabling and possession management will be highly regarded.


Our ideal candidate will also be highly versed in data analysis and reporting using Oracle, SQL Server and Tableau.


Salary and benefits


The salary for this position is RC7A ($143,555) – RC7E ($157,945) per annum plus superannuation and leave loading.


For more information on the benefits of working with Sydney Trains, read our Employee benefits guide.


How to apply


To apply for this position, please submit a resume and answer all questions within the online application process.


Applications close: 11:59pm, Sunday 5th June 2022.


We are the community we serve

We are committed to being an inclusive, diverse and flexible workplace where differences are valued. We welcome people of all backgrounds, experience and abilities.

We enable our people to work in ways that work for them and their teams. Working virtually and from different locations including regional locations, staggering work hours and job sharing are just some of the ways our people can work flexibly.

Please contact the Talent Specialist below if you require any adjustments to be made to how you interact with us throughout the recruitment process or would like to discuss flexible work options.

For any enquiries, please email Jade Abalos at JADE.ABALOS@TRANSPORT.NSW.GOV.AU.


We’re certified as a Family Inclusive Workplace

Our flexible work practices and policies for parental leave, employee and family wellbeing and family care enable us to provide genuine support for our people to thrive at work and at home.


Apply today to register your interest!

Take a look at our application tips video series for plenty of great information on navigating and acing the application and recruitment process with Sydney Trains.

Find out more about Sydney Trains at https://www.transport.nsw.gov.au/sydneytrains/about-sydney-trains.

Our COVIDSafe Measures Policy

All Transport for NSW workers are required to have:


appropriate evidence of being fully vaccinated with a TGA approved COVID-19 vaccine; or
an approved medical contraindication.
You will be required to show proof of your COVID-19 vaccination status or apply for a medical exemption prior to securing this role.



Job Segment: Database, Systems Analyst, Temporary, Oracle, ERP, Technology, Contract"
6,"The role:
Type : Permanent
Location: Brisbane or East Brisbane
WFH : 2 days a week
About:
You will be working side by side with the Pricing Manager to develop and execute various decisions and strategies across the organization to ensure profitability, growth and sustainability.
In this role you will have the opportunity to work with various stakeholders (Internal and External)
Some key Responsibilities:
– You will be responsible for gathering, structuring and analysing data.
– You will play a key role in helping to improve the quality and effectiveness of the pricing process through (new data, new modelling techniques)
– You will be responsible for developing and understanding different statistical models (cost, competitor price etc)
– You will help ensure portfolio growth and profitability.
Key Requirements:
– Previous experience with R /SAS / SQL / Python – Previous experience applying advanced pricing techniques where applicable using GLMs/ GBMs.
– Stakeholder engagement experience.
– Previous Insurance experience (Desired)
– Post Graduate Degree (Mathematics, Accounting, Data Science etc)"
7,"Work Type : Full Time
Location : QLD
Join a high performing team with great development opportunities
Innovative, dynamic and fast paced environment
Based in Auto & General’s Head Office – Brisbane, Australia
The Role:

The newly created Travel Underwriting Analyst role will be supporting the Travel Underwriting Manager with product development, risk selection and day-to-day management of the Travel Insurance portfolio. The successful candidate will leverage their data analytics and market research skills and abilities to identify, assess, develop and implement product and policy wording changes and recommend rate changes aimed at profitably growing A&G’s Travel Insurance portfolio. The Travel Underwriting Analyst will support new product development while continuing to develop their technical product and underwriting expertise.



Accountabilities:

Reporting to the Travel Underwriting Manager, the successful candidate will be responsible for:
Maintaining and updating a centralised register of all A&G’s Travel Insurance product benefits, paid options, sub-limits and rate tables.
Supporting the documentation, maintenance and update of A&G’s Travel Product Disclosure Statements, Underwriting Guidelines and Underwriting and Product Design Policies.
Conducting periodic and ad-hoc market scan to research, identify and propose improvements to existing product coverage and development of new products, cover types, benefits and/or options.
Collaborating with the Claims and Internal Disputes Resolution functions to keep track of all Travel-related complaints and systematically review emerging issues, recommending and pursuing improvements to policy wording, product coverage and/or underwriting process.
Ensuring the products meet customer expectations and comply with applicable and upcoming regulatory requirements.
Reviewing and providing input on projects and initiatives from a product and underwriting perspective, including assisting with implementation, testing and post-implementation reviews.
Monitoring, interpreting and analysing trends in Travel insurance portfolio, policy and claims data.



Knowledge and Experience:
ESSENTIAL
2+ year experience within retail/ mass-market insurance lines, preferably in Underwriting, Product Development, and/or Portfolio Management; prior experience in direct distribution Travel Insurance (Leisure) will be highly regarded.
Previous experience in managing multiple competing tasks through to execution, including management of cross-functional projects and initiatives.
Knowledge of relevant regulatory framework, compliance and insurance legislation.
Excellent numerical and analytical skills to monitor and interpret insurance portfolio, policy and claims data.
Ability to communicate clearly and logically both in writing and verbally, across all levels of the organisation.
Ability to respond rapidly and positively to change and to work under pressure to deliver outcomes with competing priorities, both autonomously and in a collaborative team environment.
Experience managing and completing User Acceptance Testing.



DESIRABLE
Previous experience in updating insurance Product Disclosure Statements wordings.
Tertiary qualification in a relevant discipline, e.g. business administration, economics, commerce, law, finance.



Who are Auto & General:
Auto & General is the Australian arm of a private global group with 8,000 employees across 31 offices and over 8.9 million customers worldwide.

In Australia, Auto & General launched in 2000 and has grown to provide industry-leading motor, home and travel insurance products both directly through Budget Direct and via industry leading partnerships. With an Australian team of 1400+ we are now looking for talented individuals who can help drive our ambitious growth plans.

Our Benefits:
Toowong - City fringe location;
Join our vibrant social and community activities including annual celebration, family fun days and regular events across each of our sites;
Enjoy additional leave days - ���ME’ leave and ‘Volunteer Day’ leave;
Study support (up to 50% of tuition fees for relevant courses) and professional membership reimbursement;
Employee discounts on Car, Home, Travel insurance, Roadside Assistance;
Income protection insurance provided to support you in the event of non-work related illness or injury;
Discounts with a broad range of providers, including gym memberships, accommodation, dental care and more.



Auto & General welcome and value diversity in the workplace

*A note from Auto & General to recruitment agencies: We politely ask that you avoid making any approaches or sending any unsolicited resumes to our Recruitment Team or Hiring Leaders across our business. #LI-155866361_SR1"
8,"Australian Business Registry Services, Modernising Business Registry Program
Various locations in ACT, NSW, QLD, SA & VIC
Ongoing/non-ongoing, full-time/part-time, $86,247 - $99,027 + 15.4% super
We are seeking motivated Specialist Business Analysts to join our Modernising Business Registry Program team.

As a Specialist Business Analyst, in our Australian Business Registry Services (ABRS) business area, you’ll apply technical skills and domain knowledge when working with stakeholders to identify, define and prioritise business needs and extract requirements.

You will document and present required conditions and capabilities in a clear and consistent manner that will design and deliver tailored business solutions for the Modernising Business Registers Program.

You will provide specialist technical advice to synthesise complex insights and analysis into easy to understand and actionable options. You’ll also ensure artefacts such as requirements, data models and process maps are developed to support business readiness and delivery.

These roles may be offered on an ongoing or non-ongoing basis in Adelaide, Brisbane CBD, Canberra, Melbourne CBD, Traralgon or Wollongong."
9,"Overview
To provide exceptional customer service to internal and external stakeholders by providing support for Member, Employer and trustee facing online solutions.



Key Accountabilities and main responsibilities
Strategic Focus
Investigate and resolve all production support issues for supported products
Liaise with internal and external stakeholders to resolve production issues
Monitor all online products to achieve 24 / 7 up time
Conduct verification testing following the deployment of changes to supported products.
Escalate all client issues and ensure their resolution in a timely manner
Provide SME and product owner support to BAU and Project teams for the maintenance and development of supported products.
Provide SME and product owner support to BAU and Project teams for the maintenance and development of supported products.
Reconcile SuperStream, SBR and MIC messaging functions
Deliver a level of service that meets or exceeds customer expectations by:
Meeting all agreed service standards including internal deliverables effectively with other teams within Link, to ensure quality client servicing
Managing interactions with Trustees, Fund employees & business representatives in a professional manner
People Leadership
Participate as a positive member of the team by co-operating with others to achieve the team’s goals
Governance & Risk
Work closely with the wider business to conduct business impact assessments following the deployment of changes to supported products
Ensure compliance with all legislative, policy, and procedural requirements.
Experience & Personal Attributes
Excellent communication skills – written and verbal correspondence
Demonstrated skills in customer service
Good problem solving abilities and technical expertise
Strong attention to detail
Excellent relationship building skills to address and respond to member and client requests
Able to generate creative solutions to address problems and commit to follow through
Focused on continuous improvement
Coaching and mentoring other staff to assist in learning and development
Be an effective team player
Strong Microsoft Office suite skills
Understanding of relevant Superannuation legislation and industry knowledge
Understanding of the Link member and employer facing applications
Understanding of the SDLC


Link Group is a leading fund administration and share registry specialist. We are a market leading provider of technology-enabled administration solutions, continually developing our offerings to expand with our clients' needs. Since our inception, Link Group has been entrusted by clients to handle sensitive data in a secure and confidential manner. Our core businesses of fund administration and securities registration are complemented by our expertise in digital solutions and data analytics.


Our Retirement & Superannuation Solutions division combines its proprietary technology, process and people to deliver a comprehensive financial data solution to its superannuation clients. We support clients across all superannuation fund sectors including government, industry, retail and corporate.
By accompanying our core member and employer administration with a full range of value-added services, we offer the most comprehensive superannuation administration solution on the market. The scale, adaptability and ease of use of our proprietary systems, in conjunction with our integrated analytics offering, allow us to innovate and grow with the needs of our clients.
Link Group is building a dynamic, client focused, caring and inclusive culture that is built on the foundations of an entrepreneurial spirit, effective risk management, empathy and trust, and underpinned by its core values.
We are an inclusive employer whose people work collaboratively. We encourage, support and value the various talents and perspectives of our people and promote a flexible and blended work environment where our people can thrive and their wellbeing is supported. We know that diversity drives better client outcomes, continuous improvement, and growth. Be part of the Link Group journey and together we will achieve our full potential.
We treat all individuals fairly and equitably and do not discriminate on the basis of diverse characteristics including, but not limited to gender, gender identity, sexual orientation, age, ethnicity, cultural background, physical abilities/disabilities, religious or political belief, marital or family status or carers responsibilities.
Candidates must have the relevant work rights to be considered for an opportunity at Link Group. Successful applicants will be required to complete background screening prior to commencement of employment."
